,CustomerCode,ProductCode,Month,ID.x,SalesQuantity,GrossValue,NetValue,ProductDesc,GroupCode,GroupDesc,ManufacturerCode,ManufacturerDesc,DivisionCode,DivisionDesc,CustomerDesc,ChannelCode,ChannelDesc,SalespersonCode,SalespersonDesc,ZoneCode,ZoneDesc,RegionCode,RegionDesc,ID.y,ProductCost,DistributionCost,SalesCommission,ID,BudgetQuantity,BudgetNetValue,BudgetMarginPercent,BudgetDelta
944,2406,41,201110,16854,288,763.2854,296.3677,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,16854,100.5068,26.3908,52.7883,4806,111,271.046,0.009028,-177
945,2406,41,201111,17372,288,952.3803,287.5014,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,17372,112.0928,24.8755,53.8672,5575,379,991.0431,0.032554,91
946,2406,49,201101,12698,1008,1629.8085,612.919,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,12698,279.2173,76.9112,143.052,280,165,211.0647,0.010664,-843
947,2406,49,201105,14905,720,1070.5595,565.6247,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,14905,98.2885,63.597,125.6791,2672,268,481.6039,0.014564,-452
948,2406,49,201109,16376,264,412.9101,629.0845,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,16376,259.416,35.9162,70.7614,4149,311,619.8041,0.022441,47
949,2406,49,201110,16954,144,245.9475,596.5157,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,16954,131.8769,72.7098,142.6686,4918,498,692.4014,0.022065,354
950,2406,1513,201102,13531,216,237.7284,16.7303,Pain Relief Cream,9,Health Cream,P,SimpleSkin,C,Cream,CULCHETH PROVISION,4,Direct,2,Cynthia Campbell,6,Milwaukee,0,North,13531,17.8852,3.6011,3.0858,1439,250,192.9041,0.00242,34
951,2407,29,201103,13768,128,210.9186,205.947,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,13768,80.8419,31.24,60.568,1555,384,623.6864,0.018859,256
952,2407,29,201105,14816,360,460.6509,216.8624,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,14816,30.8686,25.2018,65.9957,2563,176,307.2216,0.01235,-184
953,2407,29,201110,16871,180,264.5718,168.9268,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,16871,29.5111,35.4982,55.1078,4824,514,720.4786,0.029113,334
954,2407,29,201112,17796,300,1192.0023,188.1004,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,17796,39.9929,33.2204,52.9108,6066,137,381.9442,0.007439,-163
955,2407,49,201102,13188,264,458.8977,396.3531,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,13188,117.1122,34.839,92.7135,823,166,252.332,0.01045,-98
956,2407,49,201103,13715,504,1024.8626,338.5951,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,13715,105.7942,33.7234,90.5672,1490,725,1905.3533,0.063172,221
957,2407,49,201111,17357,120,271.5851,375.1243,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,4,Direct,2,Cynthia Campbell,7,Houston,9,South,17357,70.5551,39.8189,60.0279,5556,147,185.8166,0.003541,27
958,2600,49,201103,13945,144,292.8179,285.6079,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LIMITED,6,Specials,2,Cynthia Campbell,0,New Orleans,9,South,13945,71.8658,21.0651,37.6864,1812,145,290.8848,0.007471,1
959,2600,49,201105,14996,360,568.4628,149.9594,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LIMITED,6,Specials,2,Cynthia Campbell,0,New Orleans,9,South,14996,29.4628,19.1022,42.4721,2764,146,262.2504,0.007624,-214
960,2600,49,201109,16470,192,318.9143,262.0673,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LIMITED,6,Specials,2,Cynthia Campbell,0,New Orleans,9,South,16470,88.4112,11.8206,30.1641,4251,156,281.7236,0.008991,-36
961,2601,29,201103,14020,120,162.9499,53.707,Moisturizer for Dry Skin - Unscented,3,Moisturizing Cream,E,Roxell,C,Cream,CWS LIMITED,6,Specials,2,Cynthia Campbell,1,Miami,4,South-East,14020,25.2925,7.716,19.5734,2035,171,223.6378,0.012158,51
962,2601,49,201103,13878,600,1005.4356,405.3452,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LIMITED,6,Specials,2,Cynthia Campbell,1,Miami,4,South-East,13878,140.2744,29.6792,67.1237,1729,725,1326.3363,0.069929,125
963,2602,49,201105,14980,168,218.6134,37.9849,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LIMITED,6,Specials,2,Cynthia Campbell,2,Jacksonville,4,South-East,14980,16.499,8.4504,16.8803,2746,244,352.4684,0.018423,76
964,2602,49,201107,15669,240,778.0135,118.076,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LIMITED,6,Specials,2,Cynthia Campbell,2,Jacksonville,4,South-East,15669,36.0282,9.8152,15.1993,3583,169,478.4207,0.015779,-71
965,2700,33,201103,13676,144,858.2593,178.6501,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,13676,155.1991,8.0467,49.6164,1461,176,862.2616,0.008806,32
966,2700,33,201105,14748,192,888.6316,153.9,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,14748,73.4162,8.5017,30.6026,2494,198,734.8046,-0.008262,6
967,2700,42,201105,14757,576,1411.356,313.7291,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,14757,224.2482,48.889,157.6811,2503,114,317.0644,-0.000337,-462
968,2700,42,201110,16818,168,472.8518,338.7416,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,16818,248.0961,46.8391,146.9477,4765,191,344.1955,-0.006949,23
969,2700,49,201101,12489,216,370.8951,687.1212,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,12489,190.3969,50.2901,133.8196,31,330,465.1367,0.024506,114
970,2700,49,201103,13691,576,1171.2715,453.4068,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,13691,183.7809,65.9937,122.4617,1474,362,654.5038,0.014516,-214
971,2700,49,201105,14758,168,265.2827,362.2203,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,14758,83.4661,59.2582,121.2536,2504,146,394.055,0.01607,-22
972,2700,49,201109,16233,144,239.1858,341.3871,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,16233,215.0034,37.8812,62.6816,3991,182,281.7236,0.007461,38
973,2700,688,201105,15165,168,365.9071,53.4574,Apple Scented Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,15165,22.6175,6.6558,14.025,2870,273,507.303,-0.008954,105
974,2700,1675,201105,14632,288,744.8823,35.2106,Lime Scented Foaming Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,14632,25.6219,3.8221,11.449,2957,195,430.29,-0.000752,-93
975,2700,1815,201108,15889,240,2044.0728,185.5526,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,0,New Orleans,9,South,15889,98.9678,11.4507,28.0719,3940,155,1539.511,0.002722,-85
976,2701,17,201101,12907,144,221.33,351.6136,SPF 12 Youth Sunscreen,5,Youth Sunscreen,P,SimpleSkin,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,12907,233.9036,27.5036,40.4438,559,170,190.2793,-0.003001,26
977,2701,17,201109,16648,288,428.1991,167.5332,SPF 12 Youth Sunscreen,5,Youth Sunscreen,P,SimpleSkin,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16648,267.2826,12.5772,37.425,4367,506,721.485,-0.032482,218
978,2701,17,201110,17210,480,779.3328,209.8673,SPF 12 Youth Sunscreen,5,Youth Sunscreen,P,SimpleSkin,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,17210,144.992,20.2905,57.3236,5172,394,400.3453,-0.038763,-86
979,2701,19,201109,16296,240,351.1686,50.7945,SPF 15 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16296,22.9883,3.8731,6.9299,4068,251,469.7199,0.021967,11
980,2701,33,201103,14168,108,530.454,118.3679,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,14168,85.0213,4.655,25.357,1855,136,578.4596,0.01448,28
981,2701,36,201110,16976,200,335.0306,55.6207,Berry Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16976,51.7214,10.9981,24.1206,4942,311,316.345,-0.015635,111
982,2701,42,201103,13850,384,998.5016,534.2328,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,13850,507.9712,32.3925,85.037,1690,513,1162.6521,-0.003416,129
983,2701,42,201105,14916,144,290.7666,480.9888,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,14916,235.7489,34.4782,133.9243,2678,205,459.4467,-0.000876,61
984,2701,42,201109,16390,792,1682.2109,603.9603,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16390,412.4583,24.275,82.5703,4160,218,492.3854,0.003275,-574
985,2701,42,201111,17467,216,625.1164,519.4598,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,17467,169.8904,32.9195,144.3926,5658,152,319.1301,0.004309,-64
986,2701,49,201101,12728,144,203.7641,370.0815,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,12728,174.6868,51.8937,76.9656,329,494,425.5141,0.030581,350
987,2701,49,201103,13859,648,1085.8705,509.4804,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,13859,124.1971,43.8932,71.3513,1705,145,234.1727,0.010792,-503
988,2701,49,201105,14924,144,187.3829,354.7079,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,14924,103.138,36.2185,96.6519,2694,293,422.956,0.022106,149
989,2701,49,201109,16398,1008,1379.7528,258.7583,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16398,133.5061,32.818,60.8443,4174,545,793.7956,0.045454,-463
990,2701,688,201105,14629,192,344.6123,29.3725,Apple Scented Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,14629,18.2852,3.8602,8.8762,2950,182,272.2647,-0.008622,-10
991,2701,1105,201110,16820,240,618.5181,255.3031,Berry Scented Body Wash,4,Body Wash,F,BlueSoul,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16820,162.4076,18.5512,53.779,4766,287,461.8162,-0.023016,47
992,2701,1340,201110,16788,144,204.111,15.8966,Moisturizer for Dry Skin - Men,3,Moisturizing Cream,L,American Products,C,Cream,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16788,10.0352,4.0611,5.007,5418,158,129.1969,-0.009833,14
993,2701,1513,201110,17110,240,241.2221,24.236,Pain Relief Cream,9,Health Cream,P,SimpleSkin,C,Cream,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,17110,22.4144,8.9542,8.3873,5285,187,117.8297,0.000558,-53
994,2701,1702,201110,16789,240,544.2959,29.2734,Antibiotic Cream,9,Health Cream,P,SimpleSkin,C,Cream,CWS LTD,7,Indirects,2,Cynthia Campbell,1,Miami,4,South-East,16789,23.5042,4.9096,11.9102,5420,299,423.225,0.01217,59
995,2702,14,201108,16057,120,559.2453,43.4511,SPF 10 Sport Sunscreen,8,Sport Sunscreen,P,SimpleSkin,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,16057,11.7081,4.108,9.245,3903,142,1125.8388,0.028169,22
996,2702,33,201103,13812,144,707.272,197.9159,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,13812,163.6018,9.9048,46.3878,1624,176,771.2605,0.020856,32
997,2702,33,201109,16338,252,1011.0257,232.3849,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,16338,210.4436,6.018,36.101,4111,171,626.0641,0.006259,-81
998,2702,41,201103,13896,120,312.0317,104.5131,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,13896,39.7581,5.5067,14.6147,1742,317,734.2981,0.029304,197
999,2702,49,201102,13296,720,1031.365,401.6524,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,13296,139.8687,50.4137,80.0756,965,221,270.8509,0.020125,-499
1000,2702,49,201105,14877,144,187.3829,204.7573,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,14877,80.4916,35.8559,93.6711,2632,146,253.7827,0.015917,2
1001,2702,1093,201102,13360,264,247.7647,34.6847,Moisturizer for Oily Skin - Apple Scent,3,Moisturizing Cream,G,Ghanel,C,Cream,CWS LTD,7,Indirects,2,Cynthia Campbell,2,Jacksonville,4,South-East,13360,17.6671,4.7528,3.7619,1042,279,201.2708,0.00673,15
1002,2703,21,201101,12640,216,534.0247,32.0996,SPF 15 Youth Sunscreen,5,Youth Sunscreen,B,Abe's Sunscreens,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,12640,19.1713,3.2353,7.9895,204,198,278.2169,0.024763,-18
1003,2703,33,201101,12985,264,1631.7421,159.7495,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,12985,83.0808,4.168,39.5223,673,111,455.537,0.041415,-153
1004,2703,42,201101,12551,168,549.7313,434.6395,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,12551,203.261,23.1408,74.8044,103,517,1053.4349,0.068422,349
1005,2703,42,201102,13227,144,477,323.6209,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,13227,306.9383,22.6835,91.1809,872,172,405.9448,0.0258,28
1006,2703,49,201101,12644,624,1315.8647,607.8409,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,12644,142.9803,52.9631,91.482,210,577,710.8928,0.115481,-47
1007,2703,49,201103,13809,144,359.606,496.8882,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,13809,224.3602,57.1344,102.9124,1622,121,242,-0.026464,-23
1008,2703,49,201105,14870,288,558.4977,334.8297,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,14870,117.4932,59.5214,84.1173,2627,293,630.488,0.076235,5
1009,2703,49,201110,16920,144,320.7695,391.3145,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,16920,102.3292,55.6899,123.0412,4873,149,230.7922,0.028033,5
1010,2703,547,201110,17056,120,322.613,44.9102,Healing Cream,9,Health Cream,P,SimpleSkin,C,Cream,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,17056,22.0662,5.6321,10.6495,5208,224,313.641,0.036127,104
1011,2703,1815,201110,16733,144,691.3136,242.0082,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,16733,151.7444,16.7416,58.7614,5356,120,398.3665,-0.002652,-24
1012,2703,1815,201111,17276,252,1509.512,177.0601,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,7,Indirects,2,Cynthia Campbell,3,Phoenix,5,South-West,17276,114.7537,17.6176,57.5963,5920,152,550.5703,0.005523,-100
1013,2800,33,201102,13280,259,1319.5708,840.7073,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,13280,359.1219,22.7381,164.9301,941,487,1918.5644,0.040804,228
1014,2800,34,201102,13281,245,1248.2426,445.4392,SPF 12 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,13281,308.7868,14.952,127.2558,942,487,1918.5644,0.047044,242
1015,2800,41,201101,12967,314,836.6455,194.9106,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,12967,84.6373,8.9636,30.4078,608,163,283.0427,0.011243,-151
1016,2800,41,201109,16533,168,433.0087,153.958,Mountain Fresh Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,16533,50.4527,5.9896,21.7098,4500,176,428.1422,0.00918,8
1017,2800,49,201101,12630,696,1195.1064,726.9927,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,12630,294.1155,55.9786,123.4123,194,769,927.3724,0.042626,73
1018,2800,49,201106,15344,648,2188.5798,367.4528,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,15344,96.92,50.8831,113.8997,3091,147,306.4127,0.013646,-501
1019,2800,49,201109,16326,576,956.743,520.2215,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,16326,152.9986,40.8037,53.1691,4097,1245,2169.3396,0.066482,669
1020,2800,1210,201101,13002,648,2398.0286,117.8799,SPF 30 Adult Sunscreen,2,Adult Sunscreen,B,Abe's Sunscreens,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,13002,50.2856,5.9533,15.4068,745,148,409.5014,0.011957,-500
1021,2800,1210,201103,13991,120,525.8942,158.2577,SPF 30 Adult Sunscreen,2,Adult Sunscreen,B,Abe's Sunscreens,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,13991,74.2398,4.8953,21.8835,2009,136,587.04,0.013788,16
1022,2800,1467,201101,13007,168,462.5531,49.0867,Watermelon Scented Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,13007,32.7626,2.6654,6.6703,756,163,292.8028,0.008338,-5
1023,2800,1815,201106,15202,144,1048.1704,300.2329,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,15202,180.3073,21.8559,96.62,3453,111,370.5425,0.000389,-33
1024,2800,1815,201107,15741,102,864.7492,789.0588,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,15741,447.2116,31.6133,95.5526,3724,452,3421.464,0.004109,350
1025,2800,1815,201109,16095,730,2613.2305,614.0001,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,16095,524.492,21.0075,52.2264,4545,266,934.4373,-0.007403,-464
1026,2800,1815,201112,17696,147,1553.4072,341.6836,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,0,New Orleans,9,South,17696,279.0353,35.0218,121.597,6230,273,1932.5016,0.006088,126
1027,2801,33,201101,12823,120,497.6997,599.3895,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,12823,252.1065,17.4611,102.5467,455,107,263.7295,0.00222,-13
1028,2801,33,201102,13550,303,1272.1651,453.2491,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,13550,271.2457,16.6611,78.7086,1164,172,545.1222,0.020802,-131
1029,2801,33,201103,14138,144,707.272,392.6613,SPF 10 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,14138,393.0206,19.059,108.0579,1827,347,1552.7575,0.044731,203
1030,2801,34,201103,14187,168,825.1506,535.7735,SPF 12 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,14187,375.8458,19.2293,125.9754,1867,417,1737.6283,0.048336,249
1031,2801,34,201110,17151,302,1323.1133,304.1968,SPF 12 Adult Sunscreen,2,Adult Sunscreen,V,LaDell Inc,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,17151,202.7338,15.3219,75.496,5077,185,591.7222,0.01868,-117
1032,2801,42,201101,12687,120,263.4881,308.3134,Clean Comfort Shower Gel for Men,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,12687,204.5912,20.8411,69.4554,261,245,366.6705,0.007749,125
1033,2801,49,201102,13349,936,1340.7745,628.0328,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,13349,120.8783,64.6491,105.8918,1029,221,252.1783,0.017519,-715
1034,2801,49,201103,13852,192,321.7394,543.4153,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,13852,228.3504,69.6504,68.6534,1693,121,187.7486,0.008234,-71
1035,2801,49,201104,14394,240,527.2496,432.7254,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,14394,66.8874,64.2466,97.7643,2269,191,347.7118,0.014516,-49
1036,2801,49,201105,14917,384,499.6878,272.9903,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,14917,68.0384,71.6263,69.4123,2680,780,1048.6693,0.028256,396
1037,2801,49,201106,15376,192,534.3878,205.8564,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,15376,64.2273,41.816,83.1202,3140,391,488.9358,0.029992,199
1038,2801,49,201107,15634,360,1167.0202,601.6678,Vanilla Scented Liquid Soap,1,Hand Soap,I,Super Soaps,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,15634,229.2161,69.2155,109.9986,3546,169,489.9864,0.016482,-191
1039,2801,803,201109,16163,120,269.0405,61.5089,SPF 40 Youth Sunscreen,5,Youth Sunscreen,M,Pardun,B,Sunscreen,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,16163,26.6984,1.6664,6.3856,4643,127,362.6512,0.007155,7
1040,2801,1815,201107,15759,124,866.3225,631.2606,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,15759,612.4573,28.8726,103.3054,3779,310,1699.8978,-0.003846,186
1041,2801,1815,201110,16711,240,773.1476,445.3833,Moisturizing Body Wash,4,Body Wash,N,NoviProducts,A,Soap,CWS LTD,8,Outlet,2,Cynthia Campbell,1,Miami,4,South-East,16711,187.642,34.5723,164.6357,5340,526,1343.885,-0.013813,286
